"","countryname","countrycode","date_start","date_end","stay_home","stay_home_flag","announce","start","end","enforce","group","country_label","all_requ","gen_requ","tar_requ","all_reco","date_start_gen_req_min","check1"
"295","Laos","LAO",2020-03-30,2020-05-03,"2_required_exceptions","1_general","2020-03-29",2020-03-30,"2020-05-03","mandatory","treatment","t_LAO",TRUE,TRUE,FALSE,FALSE,2020-03-30,TRUE
"296","Laos","LAO",2020-05-04,2020-05-31,"0_no_measures","missing","2020-03-29",2020-03-30,"2020-05-03","mandatory","treatment","t_LAO",TRUE,TRUE,FALSE,FALSE,2020-03-30,TRUE
"297","Latvia","LVA",2020-01-01,2020-03-12,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_LVA",FALSE,FALSE,FALSE,TRUE,NA,NA
"298","Latvia","LVA",2020-03-13,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_LVA",FALSE,FALSE,FALSE,TRUE,NA,NA
"299","Lebanon","LBN",2020-01-01,2020-03-15,"0_no_measures","missing","2020-03-15",2020-03-15,"2020-04-26","mandatory","treatment","t_LBN",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"300","Lebanon","LBN",2020-03-16,2020-03-17,"1_recommended","1_general","2020-03-15",2020-03-15,"2020-04-26","mandatory","treatment","t_LBN",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"301","Lebanon","LBN",2020-03-18,2020-05-02,"2_required_exceptions","1_general","2020-03-15",2020-03-15,"2020-04-26","mandatory","treatment","t_LBN",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"302","Lebanon","LBN",2020-05-03,2020-05-12,"1_recommended","1_general","2020-03-15",2020-03-15,"2020-04-26","mandatory","treatment","t_LBN",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"303","Lebanon","LBN",2020-05-13,2020-05-17,"2_required_exceptions","1_general","2020-03-15",2020-03-15,"2020-04-26","mandatory","treatment","t_LBN",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"304","Lebanon","LBN",2020-05-18,2020-05-31,"1_recommended","1_general","2020-03-15",2020-03-15,"2020-04-26","mandatory","treatment","t_LBN",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"305","Lesotho","LSO",2020-01-01,2020-03-17,"0_no_measures","missing","2020-03-29",2020-03-30,"2020-05-05","mandatory","treatment","t_LSO",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"306","Lesotho","LSO",2020-03-18,2020-05-05,"2_required_exceptions","1_general","2020-03-29",2020-03-30,"2020-05-05","mandatory","treatment","t_LSO",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"307","Lesotho","LSO",2020-05-06,2020-05-31,"1_recommended","1_general","2020-03-29",2020-03-30,"2020-05-05","mandatory","treatment","t_LSO",TRUE,TRUE,FALSE,TRUE,2020-03-18,FALSE
"308","Liberia","LBR",2020-01-01,2020-03-20,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_LBR",TRUE,TRUE,TRUE,FALSE,2020-04-08,NA
"309","Liberia","LBR",2020-03-21,2020-04-07,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_LBR",TRUE,TRUE,TRUE,FALSE,2020-04-08,NA
"310","Liberia","LBR",2020-04-08,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_LBR",TRUE,TRUE,TRUE,FALSE,2020-04-08,NA
"311","Libya","LBY",2020-01-01,2020-03-21,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_LBY",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"312","Libya","LBY",2020-03-22,2020-03-23,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_LBY",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"313","Libya","LBY",2020-03-24,2020-04-07,"3_required","0_targeted",NA,NA,NA,NA,NA,"na_LBY",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"314","Libya","LBY",2020-04-08,2020-04-16,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_LBY",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"315","Libya","LBY",2020-04-17,2020-05-27,"3_required","1_general",NA,NA,NA,NA,NA,"na_LBY",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"316","Libya","LBY",2020-05-28,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_LBY",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"317","Lithuania","LTU",2020-01-01,2020-03-15,"0_no_measures","missing","2020-03-14",2020-03-16,"2020-04-22","mandatory","treatment","t_LTU",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"318","Lithuania","LTU",2020-03-16,2020-05-31,"1_recommended","1_general","2020-03-14",2020-03-16,"2020-04-22","mandatory","treatment","t_LTU",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"319","Luxembourg","LUX",2020-01-01,2020-03-16,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_LUX",TRUE,TRUE,FALSE,TRUE,2020-03-17,NA
"320","Luxembourg","LUX",2020-03-17,2020-04-19,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_LUX",TRUE,TRUE,FALSE,TRUE,2020-03-17,NA
"321","Luxembourg","LUX",2020-04-20,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_LUX",TRUE,TRUE,FALSE,TRUE,2020-03-17,NA
"322","Macao","MAC",2020-01-01,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MAC",FALSE,FALSE,FALSE,FALSE,NA,NA
"323","Madagascar","MDG",2020-01-01,2020-03-22,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MDG",TRUE,TRUE,TRUE,TRUE,NA,NA
"324","Madagascar","MDG",2020-03-23,2020-04-19,"3_required","0_targeted",NA,NA,NA,NA,NA,"na_MDG",TRUE,TRUE,TRUE,TRUE,NA,NA
"325","Madagascar","MDG",2020-04-20,2020-05-11,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_MDG",TRUE,TRUE,TRUE,TRUE,NA,NA
"326","Madagascar","MDG",2020-05-12,2020-05-31,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_MDG",TRUE,TRUE,TRUE,TRUE,NA,NA
"327","Malawi","MWI",2020-01-01,2020-04-17,"0_no_measures","missing","",NA,"","","control","c_MWI",FALSE,FALSE,FALSE,TRUE,NA,NA
"328","Malawi","MWI",2020-04-18,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_MWI",FALSE,FALSE,FALSE,TRUE,NA,NA
"329","Malaysia","MYS",2020-01-01,2020-03-17,"0_no_measures","missing","2020-03-16",2020-03-18,"2020-05-12","mandatory","treatment","t_MYS",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"330","Malaysia","MYS",2020-03-18,2020-05-31,"1_recommended","1_general","2020-03-16",2020-03-18,"2020-05-12","mandatory","treatment","t_MYS",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"331","Mali","MLI",2020-01-01,2020-03-24,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MLI",FALSE,FALSE,FALSE,TRUE,NA,NA
"332","Mali","MLI",2020-03-25,2020-05-09,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_MLI",FALSE,FALSE,FALSE,TRUE,NA,NA
"333","Mali","MLI",2020-05-10,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MLI",FALSE,FALSE,FALSE,TRUE,NA,NA
"334","Mauritania","MRT",2020-01-01,2020-03-18,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MRT",TRUE,TRUE,FALSE,FALSE,2020-03-19,NA
"335","Mauritania","MRT",2020-03-19,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_MRT",TRUE,TRUE,FALSE,FALSE,2020-03-19,NA
"336","Mauritius","MUS",2020-01-01,2020-03-22,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MUS",TRUE,TRUE,FALSE,FALSE,2020-03-23,NA
"337","Mauritius","MUS",2020-03-23,2020-05-29,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_MUS",TRUE,TRUE,FALSE,FALSE,2020-03-23,NA
"338","Mauritius","MUS",2020-05-30,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MUS",TRUE,TRUE,FALSE,FALSE,2020-03-23,NA
"339","Mexico","MEX",2020-01-01,2020-03-29,"0_no_measures","missing","",NA,"","","control","c_MEX",TRUE,TRUE,FALSE,FALSE,2020-03-30,NA
"340","Mexico","MEX",2020-03-30,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_MEX",TRUE,TRUE,FALSE,FALSE,2020-03-30,NA
"341","Moldova","MDA",2020-01-01,2020-03-23,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MDA",TRUE,TRUE,FALSE,TRUE,2020-03-24,NA
"342","Moldova","MDA",2020-03-24,2020-05-15,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_MDA",TRUE,TRUE,FALSE,TRUE,2020-03-24,NA
"343","Moldova","MDA",2020-05-16,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_MDA",TRUE,TRUE,FALSE,TRUE,2020-03-24,NA
"344","Mongolia","MNG",2020-01-01,2020-05-04,"0_no_measures","missing","",NA,"","","control","c_MNG",TRUE,FALSE,TRUE,FALSE,NA,NA
"345","Mongolia","MNG",2020-05-05,2020-05-07,"3_required","0_targeted","",NA,"","","control","c_MNG",TRUE,FALSE,TRUE,FALSE,NA,NA
"346","Mongolia","MNG",2020-05-08,2020-05-31,"0_no_measures","missing","",NA,"","","control","c_MNG",TRUE,FALSE,TRUE,FALSE,NA,NA
"347","Montserrat","MSR",2020-01-01,2020-03-17,NA,"missing",NA,NA,NA,NA,NA,"na_MSR",TRUE,TRUE,FALSE,NA,2020-03-18,NA
"348","Montserrat","MSR",2020-03-18,2020-04-10,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_MSR",TRUE,TRUE,FALSE,NA,2020-03-18,NA
"349","Montserrat","MSR",2020-04-11,2020-04-19,"3_required","1_general",NA,NA,NA,NA,NA,"na_MSR",TRUE,TRUE,FALSE,NA,2020-03-18,NA
"350","Montserrat","MSR",2020-04-20,2020-04-22,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_MSR",TRUE,TRUE,FALSE,NA,2020-03-18,NA
"351","Montserrat","MSR",2020-04-23,2020-04-30,"3_required","1_general",NA,NA,NA,NA,NA,"na_MSR",TRUE,TRUE,FALSE,NA,2020-03-18,NA
"352","Montserrat","MSR",2020-05-01,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_MSR",TRUE,TRUE,FALSE,NA,2020-03-18,NA
"353","Morocco","MAR",2020-01-01,2020-03-19,"0_no_measures","missing","",NA,"","","control","c_MAR",TRUE,TRUE,FALSE,FALSE,2020-03-20,NA
"354","Morocco","MAR",2020-03-20,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_MAR",TRUE,TRUE,FALSE,FALSE,2020-03-20,NA
"355","Mozambique","MOZ",2020-01-01,2020-03-31,"0_no_measures","missing","2020-03-30",2020-03-30,"2020-05-30","voluntary","treatment","t_MOZ",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"356","Mozambique","MOZ",2020-04-01,2020-05-31,"1_recommended","1_general","2020-03-30",2020-03-30,"2020-05-30","voluntary","treatment","t_MOZ",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"357","Myanmar","MMR",2020-01-01,2020-04-03,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_MMR",TRUE,TRUE,TRUE,TRUE,NA,NA
"358","Myanmar","MMR",2020-04-04,2020-04-13,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_MMR",TRUE,TRUE,TRUE,TRUE,NA,NA
"359","Myanmar","MMR",2020-04-14,2020-05-31,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_MMR",TRUE,TRUE,TRUE,TRUE,NA,NA
"360","Namibia","NAM",2020-01-01,2020-03-26,"0_no_measures","missing","",NA,"","","control","c_NAM",TRUE,TRUE,TRUE,TRUE,NA,NA
"361","Namibia","NAM",2020-03-27,2020-05-06,"2_required_exceptions","0_targeted","",NA,"","","control","c_NAM",TRUE,TRUE,TRUE,TRUE,NA,NA
"362","Namibia","NAM",2020-05-07,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_NAM",TRUE,TRUE,TRUE,TRUE,NA,NA
"363","Nepal","NPL",2020-01-01,2020-03-19,"0_no_measures","missing","2020-03-24",2020-03-24,"2020-06-14","mandatory","treatment","t_NPL",TRUE,TRUE,TRUE,TRUE,2020-03-24,TRUE
"364","Nepal","NPL",2020-03-20,2020-03-22,"1_recommended","1_general","2020-03-24",2020-03-24,"2020-06-14","mandatory","treatment","t_NPL",TRUE,TRUE,TRUE,TRUE,2020-03-24,TRUE
"365","Nepal","NPL",2020-03-23,2020-03-23,"2_required_exceptions","0_targeted","2020-03-24",2020-03-24,"2020-06-14","mandatory","treatment","t_NPL",TRUE,TRUE,TRUE,TRUE,2020-03-24,TRUE
"366","Nepal","NPL",2020-03-24,2020-05-31,"2_required_exceptions","1_general","2020-03-24",2020-03-24,"2020-06-14","mandatory","treatment","t_NPL",TRUE,TRUE,TRUE,TRUE,2020-03-24,TRUE
"367","Netherlands","NLD",2020-01-01,2020-03-05,"0_no_measures","missing","",NA,"","","control","c_NLD",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"368","Netherlands","NLD",2020-03-06,2020-03-11,"1_recommended","0_targeted","",NA,"","","control","c_NLD",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"369","Netherlands","NLD",2020-03-12,2020-03-22,"1_recommended","1_general","",NA,"","","control","c_NLD",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"370","Netherlands","NLD",2020-03-23,2020-05-10,"2_required_exceptions","1_general","",NA,"","","control","c_NLD",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"371","Netherlands","NLD",2020-05-11,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_NLD",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"372","New Zealand","NZL",2020-01-01,2020-03-20,"0_no_measures","missing","2020-03-25",2020-03-25,"2020-04-26","mandatory","treatment","t_NZL",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"373","New Zealand","NZL",2020-03-21,2020-03-22,"1_recommended","1_general","2020-03-25",2020-03-25,"2020-04-26","mandatory","treatment","t_NZL",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"374","New Zealand","NZL",2020-03-23,2020-05-13,"2_required_exceptions","1_general","2020-03-25",2020-03-25,"2020-04-26","mandatory","treatment","t_NZL",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"375","New Zealand","NZL",2020-05-14,2020-05-31,"0_no_measures","missing","2020-03-25",2020-03-25,"2020-04-26","mandatory","treatment","t_NZL",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"376","Nicaragua","NIC",2020-01-01,2020-05-31,"0_no_measures","missing","",NA,"","","control","c_NIC",FALSE,FALSE,FALSE,FALSE,NA,NA
"377","Niger","NER",2020-01-01,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_NER",FALSE,FALSE,FALSE,FALSE,NA,NA
"378","Nigeria","NGA",2020-01-01,2020-03-22,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_NGA",TRUE,TRUE,TRUE,TRUE,NA,NA
"379","Nigeria","NGA",2020-03-23,2020-03-28,"1_recommended","0_targeted",NA,NA,NA,NA,NA,"na_NGA",TRUE,TRUE,TRUE,TRUE,NA,NA
"380","Nigeria","NGA",2020-03-29,2020-05-03,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_NGA",TRUE,TRUE,TRUE,TRUE,NA,NA
"381","Nigeria","NGA",2020-05-04,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_NGA",TRUE,TRUE,TRUE,TRUE,NA,NA
"382","Norway","NOR",2020-01-01,2020-05-31,"0_no_measures","missing","2020-03-12",2020-03-12,"2020-04-06","voluntary","treatment","t_NOR",FALSE,FALSE,FALSE,FALSE,NA,FALSE
"383","Oman","OMN",2020-01-01,2020-04-09,"0_no_measures","missing","",NA,"","","control","c_OMN",TRUE,TRUE,TRUE,TRUE,2020-04-10,NA
"384","Oman","OMN",2020-04-10,2020-04-29,"2_required_exceptions","1_general","",NA,"","","control","c_OMN",TRUE,TRUE,TRUE,TRUE,2020-04-10,NA
"385","Oman","OMN",2020-04-30,2020-05-20,"2_required_exceptions","0_targeted","",NA,"","","control","c_OMN",TRUE,TRUE,TRUE,TRUE,2020-04-10,NA
"386","Oman","OMN",2020-05-21,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_OMN",TRUE,TRUE,TRUE,TRUE,2020-04-10,NA
"387","Pakistan","PAK",2020-01-01,2020-03-22,"0_no_measures","missing","2020-03-23",2020-03-23,"2020-05-09","mandatory","treatment","t_PAK",TRUE,TRUE,TRUE,FALSE,2020-03-23,TRUE
"388","Pakistan","PAK",2020-03-23,2020-05-16,"2_required_exceptions","1_general","2020-03-23",2020-03-23,"2020-05-09","mandatory","treatment","t_PAK",TRUE,TRUE,TRUE,FALSE,2020-03-23,TRUE
"389","Pakistan","PAK",2020-05-17,2020-05-31,"2_required_exceptions","0_targeted","2020-03-23",2020-03-23,"2020-05-09","mandatory","treatment","t_PAK",TRUE,TRUE,TRUE,FALSE,2020-03-23,TRUE
"390","Palestine","PSE",2020-01-01,2020-03-21,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_PSE",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"391","Palestine","PSE",2020-03-22,2020-05-25,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_PSE",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"392","Palestine","PSE",2020-05-26,2020-05-31,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_PSE",TRUE,TRUE,TRUE,FALSE,2020-03-22,NA
"393","Panama","PAN",2020-01-01,2020-03-16,"0_no_measures","missing","2020-03-24",2020-03-25,"2020-05-12","mandatory","treatment","t_PAN",TRUE,TRUE,FALSE,TRUE,2020-04-01,FALSE
"394","Panama","PAN",2020-03-17,2020-03-31,"1_recommended","1_general","2020-03-24",2020-03-25,"2020-05-12","mandatory","treatment","t_PAN",TRUE,TRUE,FALSE,TRUE,2020-04-01,FALSE
"395","Panama","PAN",2020-04-01,2020-05-31,"2_required_exceptions","1_general","2020-03-24",2020-03-25,"2020-05-12","mandatory","treatment","t_PAN",TRUE,TRUE,FALSE,TRUE,2020-04-01,FALSE
"396","Papua New Guinea","PNG",2020-01-01,2020-04-07,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_PNG",TRUE,FALSE,TRUE,TRUE,NA,NA
"397","Papua New Guinea","PNG",2020-04-08,2020-04-26,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_PNG",TRUE,FALSE,TRUE,TRUE,NA,NA
"398","Papua New Guinea","PNG",2020-04-27,2020-05-31,"1_recommended","0_targeted",NA,NA,NA,NA,NA,"na_PNG",TRUE,FALSE,TRUE,TRUE,NA,NA
"399","Paraguay","PRY",2020-01-01,2020-03-09,"0_no_measures","missing","",NA,"","","control","c_PRY",TRUE,TRUE,FALSE,TRUE,2020-03-17,NA
"400","Paraguay","PRY",2020-03-10,2020-03-16,"1_recommended","1_general","",NA,"","","control","c_PRY",TRUE,TRUE,FALSE,TRUE,2020-03-17,NA
"401","Paraguay","PRY",2020-03-17,2020-04-08,"2_required_exceptions","1_general","",NA,"","","control","c_PRY",TRUE,TRUE,FALSE,TRUE,2020-03-17,NA
"402","Paraguay","PRY",2020-04-09,2020-05-24,"3_required","1_general","",NA,"","","control","c_PRY",TRUE,TRUE,FALSE,TRUE,2020-03-17,NA
"403","Paraguay","PRY",2020-05-25,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_PRY",TRUE,TRUE,FALSE,TRUE,2020-03-17,NA
"404","Peru","PER",2020-01-01,2020-03-14,"0_no_measures","missing","",NA,"","","control","c_PER",TRUE,TRUE,FALSE,FALSE,2020-03-15,NA
"405","Peru","PER",2020-03-15,2020-03-17,"2_required_exceptions","1_general","",NA,"","","control","c_PER",TRUE,TRUE,FALSE,FALSE,2020-03-15,NA
"406","Peru","PER",2020-03-18,2020-05-10,"3_required","1_general","",NA,"","","control","c_PER",TRUE,TRUE,FALSE,FALSE,2020-03-15,NA
"407","Peru","PER",2020-05-11,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_PER",TRUE,TRUE,FALSE,FALSE,2020-03-15,NA
"408","Philippines","PHL",2020-01-01,2020-03-14,"0_no_measures","missing","",NA,"","","control","c_PHL",TRUE,TRUE,TRUE,TRUE,2020-03-18,NA
"409","Philippines","PHL",2020-03-15,2020-03-17,"2_required_exceptions","0_targeted","",NA,"","","control","c_PHL",TRUE,TRUE,TRUE,TRUE,2020-03-18,NA
"410","Philippines","PHL",2020-03-18,2020-04-30,"3_required","1_general","",NA,"","","control","c_PHL",TRUE,TRUE,TRUE,TRUE,2020-03-18,NA
"411","Philippines","PHL",2020-05-01,2020-05-28,"2_required_exceptions","1_general","",NA,"","","control","c_PHL",TRUE,TRUE,TRUE,TRUE,2020-03-18,NA
"412","Philippines","PHL",2020-05-29,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_PHL",TRUE,TRUE,TRUE,TRUE,2020-03-18,NA
"413","Pitcairn Islands","PCN",2020-01-01,2020-05-31,NA,"missing",NA,NA,NA,NA,NA,"na_PCN",FALSE,FALSE,FALSE,NA,NA,NA
"414","Poland","POL",2020-01-01,2020-03-30,"0_no_measures","missing","2020-03-24",2020-03-24,"2020-04-18","mandatory","treatment","t_POL",TRUE,TRUE,FALSE,TRUE,2020-03-31,FALSE
"415","Poland","POL",2020-03-31,2020-04-08,"2_required_exceptions","1_general","2020-03-24",2020-03-24,"2020-04-18","mandatory","treatment","t_POL",TRUE,TRUE,FALSE,TRUE,2020-03-31,FALSE
"416","Poland","POL",2020-04-09,2020-05-29,"1_recommended","1_general","2020-03-24",2020-03-24,"2020-04-18","mandatory","treatment","t_POL",TRUE,TRUE,FALSE,TRUE,2020-03-31,FALSE
"417","Poland","POL",2020-05-30,2020-05-31,"0_no_measures","missing","2020-03-24",2020-03-24,"2020-04-18","mandatory","treatment","t_POL",TRUE,TRUE,FALSE,TRUE,2020-03-31,FALSE
"418","Portugal","PRT",2020-01-01,2020-03-18,"0_no_measures","missing","2020-03-19",2020-03-19,"2020-05-02","mandatory","treatment","t_PRT",TRUE,TRUE,FALSE,TRUE,2020-03-19,TRUE
"419","Portugal","PRT",2020-03-19,2020-05-03,"2_required_exceptions","1_general","2020-03-19",2020-03-19,"2020-05-02","mandatory","treatment","t_PRT",TRUE,TRUE,FALSE,TRUE,2020-03-19,TRUE
"420","Portugal","PRT",2020-05-04,2020-05-31,"1_recommended","1_general","2020-03-19",2020-03-19,"2020-05-02","mandatory","treatment","t_PRT",TRUE,TRUE,FALSE,TRUE,2020-03-19,TRUE
"421","Puerto Rico","PRI",2020-01-01,2020-03-14,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_PRI",TRUE,TRUE,FALSE,FALSE,2020-03-15,NA
"422","Puerto Rico","PRI",2020-03-15,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_PRI",TRUE,TRUE,FALSE,FALSE,2020-03-15,NA
"423","Qatar","QAT",2020-01-01,2020-03-16,"0_no_measures","missing","",NA,"","","control","c_QAT",FALSE,FALSE,FALSE,TRUE,NA,NA
"424","Qatar","QAT",2020-03-17,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_QAT",FALSE,FALSE,FALSE,TRUE,NA,NA
"425","Romania","ROU",2020-01-01,2020-03-11,"0_no_measures","missing","2020-03-25",2020-03-25,"2020-05-15","mandatory","treatment","t_ROU",TRUE,TRUE,FALSE,TRUE,2020-03-25,TRUE
"426","Romania","ROU",2020-03-12,2020-03-24,"1_recommended","1_general","2020-03-25",2020-03-25,"2020-05-15","mandatory","treatment","t_ROU",TRUE,TRUE,FALSE,TRUE,2020-03-25,TRUE
"427","Romania","ROU",2020-03-25,2020-05-14,"2_required_exceptions","1_general","2020-03-25",2020-03-25,"2020-05-15","mandatory","treatment","t_ROU",TRUE,TRUE,FALSE,TRUE,2020-03-25,TRUE
"428","Romania","ROU",2020-05-15,2020-05-31,"1_recommended","1_general","2020-03-25",2020-03-25,"2020-05-15","mandatory","treatment","t_ROU",TRUE,TRUE,FALSE,TRUE,2020-03-25,TRUE
"429","Russia","RUS",2020-01-01,2020-03-04,"0_no_measures","missing","2020-03-29",2020-03-30,"2020-05-11","voluntary","treatment","t_RUS",TRUE,TRUE,TRUE,FALSE,2020-03-19,FALSE
"430","Russia","RUS",2020-03-05,2020-03-18,"2_required_exceptions","0_targeted","2020-03-29",2020-03-30,"2020-05-11","voluntary","treatment","t_RUS",TRUE,TRUE,TRUE,FALSE,2020-03-19,FALSE
"431","Russia","RUS",2020-03-19,2020-03-29,"2_required_exceptions","1_general","2020-03-29",2020-03-30,"2020-05-11","voluntary","treatment","t_RUS",TRUE,TRUE,TRUE,FALSE,2020-03-19,FALSE
"432","Russia","RUS",2020-03-30,2020-05-31,"3_required","0_targeted","2020-03-29",2020-03-30,"2020-05-11","voluntary","treatment","t_RUS",TRUE,TRUE,TRUE,FALSE,2020-03-19,FALSE
"433","Rwanda","RWA",2020-01-01,2020-03-20,"0_no_measures","missing","2020-03-21",2020-03-21,"2020-04-30","mandatory","treatment","t_RWA",TRUE,TRUE,FALSE,TRUE,2020-03-21,TRUE
"434","Rwanda","RWA",2020-03-21,2020-05-03,"2_required_exceptions","1_general","2020-03-21",2020-03-21,"2020-04-30","mandatory","treatment","t_RWA",TRUE,TRUE,FALSE,TRUE,2020-03-21,TRUE
"435","Rwanda","RWA",2020-05-04,2020-05-31,"1_recommended","1_general","2020-03-21",2020-03-21,"2020-04-30","mandatory","treatment","t_RWA",TRUE,TRUE,FALSE,TRUE,2020-03-21,TRUE
"436","San Marino","SMR",2020-01-01,2020-03-07,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SMR",TRUE,TRUE,FALSE,TRUE,2020-04-10,NA
"437","San Marino","SMR",2020-03-08,2020-04-09,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SMR",TRUE,TRUE,FALSE,TRUE,2020-04-10,NA
"438","San Marino","SMR",2020-04-10,2020-05-02,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SMR",TRUE,TRUE,FALSE,TRUE,2020-04-10,NA
"439","San Marino","SMR",2020-05-03,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SMR",TRUE,TRUE,FALSE,TRUE,2020-04-10,NA
"440","Saudi Arabia","SAU",2020-01-01,2020-03-22,"0_no_measures","missing","",NA,"","","control","c_SAU",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"441","Saudi Arabia","SAU",2020-03-23,2020-04-05,"2_required_exceptions","1_general","",NA,"","","control","c_SAU",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"442","Saudi Arabia","SAU",2020-04-06,2020-05-22,"3_required","0_targeted","",NA,"","","control","c_SAU",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"443","Saudi Arabia","SAU",2020-05-23,2020-05-30,"3_required","1_general","",NA,"","","control","c_SAU",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
